iucn_sid,sciname,habitat
133234,NA,It is found on sloping rock faces. The maximum size is approximately 25 cm across. This species is found to 40 m.
133235,NA,It is usually found on upper slopes and outer flats of subtropical reefs. The maximum size is 50 cm. This species is found from 5-15 m.
133236,Galaxea paucisepta,This species is found on lower reef slopes and on vertical walls.
133237,Montastraea cavernosa,"This species is widely distributed through most reef environments from 0.5-95 m depth (Goreau and Wells 1967), with peak abundance from 10-30 m depth (Szmant <em>et al</em>. 1997). Colonies have been observed to 113 m depth (Reed 1985). Although this coral has a high tolerance for turbid and silty environments, this species is not adapted to eutrophic conditions (Tomascik and Sander 1987)."
133238,Montipora hispida,"This species occurs in shallow, tropical reef environments. It is found in most turbid water habitats, and also in clear waters. It is commonly found from 3-11 m, rarely at 12-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to at least 40 m."
133239,Acropora nasuta,"This species occurs in shallow, tropical reef environments. It is found in all Acropora assemblages, but especially those of upper reef slopes. It is found subtidally on reef edge, slope, and submerged reefs (Wallace 1999). This species is found from 3-15 m."
133240,Pavona clavus,"It occurs on reef slopes. It commonly occurs in habitats exposed to currents from 2-15 m. It may form large fields.<br/><br/>In the Eastern Tropical Pacific region, <em>Pavona clavus</em> occurs broadly on coral reefs and coral communities on rocks, except from shallow platforms with high energy (Cortés and Guzmán 1998; Guzmán pers. comm.); in some locations the species can also occur in cryptic habitats (Chiriboga pers. comm.), on soft bottoms (Guzmán pers. comm.), and in habitats exposed to currents Veron (2000). <em>P. clavus</em> occurs as isolated colonies or can develop large patches (Guzmán pers. comm.). <em>P. clavus</em>, along with <em>Pavona gigantea</em> and <em>Porites lobata</em>, can sometimes build reef frameworks or assist pocilloporid corals in reef building (Glynn 2001). According to Cortés and Guzmán (1993), the growth rates of <em>P. clavus</em> vary between 0.9 and 1.3 cm/yr. <em>Pavona clavus</em> colonies are preferred prey for <em>Acanthaster planci</em>, which can limit the coral’s abundance (Cortés and Guzmán 1998)."
133241,NA,"This species is found on moderately exposed upper slopes with high coverage between other Pectinidae, <em>Porites</em> species, and <em>Acropora</em> staghorn along the reef edge (Ditlev 2003)."
133242,Pavona frondifera,"This species occurs in shallow reef environments. <em>P. frondifera</em> has a compact foliose morphology and is an inhabitant of shallow sheltered reefs (Maté 2003 a,b). In Costa Rica and Panamá, it commonly occurs in reef rubble areas where it can be found as attached colonies (Maté 2003). Generally found in shallow depths, between three and 13 m (Maté 2003b), this coral can also occur amongst coral reef and coral communities on rocks in depths to 20 m (Guzmán pers. comm.). This species can be found from 3-15 m. <br/><br/>The maximum size is approximately 50 cm. However, size can vary from small colonies of a few centimetres, which usually occur free or lightly attached to substrata, to hemispheric attached colonies larger than 1 m in diameter (Guzmán and Cortés 1998, Maté 2003b, Guzman pers. comm.).<br/><br/>General genus information: <em>Pavona</em> is a fairly common coral that is found in most reef habitats. Some of the massive colonies are large, and the foliaceous ones may form extensive tracts (Wood 1983). This genus is not particularly susceptible to bleaching compared to other genera (Gleason 1993)."
133244,Favites flexuosa,"This species occurs in shallow, tropical reef environments. It is found in a wide range of reef environments and rocky foreshores. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. This species is found to 20 m."
133246,Acanthastrea echinata,"This species is found in most reef environments. This species has a large tolerance range for all reef environments, e.g. differing depths and light, including deep water and reef flats. This species is found to 50 m."
133248,Acropora robusta,"This species occurs in shallow, tropical reef environments, especially reef margins exposed to strong wave action, intertidal or just subtidal reef tops and edges (Wallace 1999). This species is found from 1-8 m."
133249,NA,"This species is found in back reef margins, lagoons, and fringing reefs, generally to depths of 20 m."
133250,Acropora digitifera,"This species occurs in shallow, tropical, wave washed back margins of reefs, and found intertidally on reef flats (Wallace 1999). This species is found from 0-12 m."
133251,Stylophora wellsi,It is found only in shallow water exposed to wave action. The maximum size is approximately 20 cm across. This species is found to 10 m.
133252,Acropora tortuosa,"This species occurs in shallow, tropical reef environments. It is found in lagoons and other protected subtidal habitats (Wallace 1999), subtidal, and protected sandy lagoons (Richards pers. comm.). This species is found from 1-30 m."
133253,Blastomussa wellsi,This species is found on reef slopes protected from wave action and turbid environments. This species is found to 40 m.
133254,NA,"It is found on lower reef slopes and submerged walls, 15-25 m (Richards pers. comm.)."
133255,Agaricia humilis,"This species is found in fore reef environments, channels, and deep lagoons, from 5-20 m."
133256,Euphyllia glabrescens,"This species is found in a wide range of reef environments. <em>E. glabrescens</em> is commonly found from 12-15 m, rarely from 9-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species may be found from 1-35 m. <br/><br/>All members of the genus <em>Euphyllia</em> have commensal shrimp species associated with them."
133258,Plerogyra sinuosa,It is found in protected reef environments except in high energy environments. <em>P. sinuosa</em> is commonly found from 9-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found from 3-35 m.
133260,Trachyphyllia geoffroyi,"This species is found in tropical, inter-reef environments and on soft substrates around continental islands, generally to depths of 40 m. It is frequently it is found with other free-living corals: <em>Heteropsammia</em> (Dendrophylliidae), <em>Heterocyathus</em> (Caryophylliidae) and the fungiids, <em>Cycloseris</em> and <em>Diaseris</em>. Large colonies are found only in certain protected, shallow island embayments. This is a small coral seldom over 20cm in diameter. <br/><br/>It is rarely found among dense coral, but prefers soft sandy or muddy substrates on sheltered reef slopes or in lagoons (Wood 1983). It has a depth range of 16-30 m on the Great Barrier Reef and has been found at 17 m of New Caledonia (Fisk 1983). It is commonly found from 12-15 m, rarely from 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is typically found as solitary unattached colonies but occasionally forms massive colonies."
133261,Pavona danai,This species occurs in shallow reef environments exposed to wave action. It may form smaller crusts up to 40 cm. This species is found from 0.5-15 m.
133262,NA,"This species may form single species stands or individual colonies on sloping reef faces in clear or turbid water, generally to depths of 30 m."
133264,NA,It is associated with <em>Halimeda</em> banks at over 20 metres depth. This species is known from dredge samples taken between 55 and 130 m (Wallace 1999).
133265,NA,"This species occurs in shallow, tropical reef environments exposed to strong wave action. This species is found from 3-12 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133267,Astreopora listeri,"This species is found in shallow, tropical reef environments in turbid waters in wide ranging habitats. This species is found from 5-20 m."
133268,Micromussa diminuta,This species is found in shallow reef environments. This species is found from 3-15 m.
133269,Heliofungia actiniformis,This species is usually found on reef flats and reef slopes as a free-living single polyp. The depth range is from 1-25 m (Hoeksema 1990). It may reproduce asexually by budding. Maximum size is 21 cm.
133270,NA,"This species is found on upper reef slopes exposed to strong wave action, generally to depths of 20 m."
133271,Acropora sarmentosa,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and in lagoons as well as subtidally on reef tops (Wallace 1999). This species is found from 3-20 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133272,Pectinia paeonia,"It is found in turbid water habitats, especially on fringing reefs and in crevices on reef slopes. <em>P. paeonia</em> is commonly found from 12-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). <em>Pectinia</em> colonies occasionally reach 1 m or more in diameter (Wood 1983). <em>P. paeonia</em> can grow to around 50cm (Fenner pers. comm.). This species is found from 3-25 m.<br/><br/><em>Pectinia</em> occurs in most reef habitats, both in shallow and deep areas (Wood 1983). This genus is typically conspicuous (Veron 1995)."
133276,NA,"This species can be found in reef habitat at depths generally to 20 m. <em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell, pers. comm.)."
133277,Porites australiensis,"This species occurs with <em>P. lutea</em> and <em>P. lobata</em> on back reef margins, lagoons and fringing reefs, generally to depths of 20 m. This species is commonly found from 1-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002)."
133281,Madracis formosa,"This species is found in deep water fore reef habitats, and also on deep consolidated substrates and patch reefs, from 15-30 m, although more common at depths below 20 m (E. Weil pers. comm.)."
133282,NA,This species occurs in shallow reef environments. Protected back reef margins from fringing reefs and lagoons. This species is found from 5 m to at least 15 m.
133283,Acropora batunai,"This species is found in shallow, protected reef environments. This species occurs subtidally to at least 44 m deep on slopes and ledges on walls (Wallace 1999). This species is found on submerged reefs and slopes, 10-40 m deep (Richards pers. comm.). This species may be found as shallow as 1 m deep."
133284,Plesiastrea versipora,"It occurs in most reef environments, including shaded places such as under overhangs. Also it occurs on rocky foreshores of temperate locations protected from strong wave action. It is commonly found from 12-15 m, rarely from 9-11 m and 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species may form large colonies several metres in diameter and occurs in a wide variety of reef habitats. It usually forms rounded colonies in exposed shallow areas and plate-like growths on reef slopes where light intensity is low (Wood 1983). This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. It may be found in the outer reef channel. This species is found to 40 m."
133285,NA,"This species occurs in shallow, tropical reef environments. It is found in upper to mid reef slopes and shallow lagoons. This species is found to at least 40 m."
133286,NA,This species is recorded from shallow environments at the limit of the algal mats (Claereboudt 2006). It is not known to which depth this species generally occurs.
133287,NA,"This species occurs in shallow, tropical reef environments, including reef flats, lagoons and upper slopes. It often forms small colonies less than 20 cm in diameter (Wood 1983). This species is found on the back slope and foreslope of reefs. This species is found to at least 10 m."
133289,Euphyllia paraancora,This species occurs in shallow to deep reef environments in most areas of the reef. This species is found from 3-30 m. <br/><br/>All members of the genus <em>Euphyllia</em> have commensal shrimp species associated with them.
133290,Favites abdita,"This species occurs in most reef environments. It is commonly found from 1-15 m, rarely from 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It can be found on inter-reef rubble substrate to 40 m."
133291,Acropora striata,"This species occurs in shallow, tropical reef environments. It is found on shallow, rocky foreshores or shallow reef flats. <em>Acropora striata</em> likely spawns annually in October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 10-25 m."
133292,Astreopora myriophthalma,"This species is found in most shallow, tropical reef environments except very turbid water. This species is found from 3-20 m."
133294,NA,This species occurs in shallow reef environments. It occurs in sheltered lagoon patch reefs (Wallace 1999) and shallow reef flats (Richards pers. comm.). This species is found from 8-25 m (Lovell pers. comm.)
133295,NA,"This species is found in most reef environments, protected from strong wave action. <br/><br/>Information from Sheppard and Sheppard (1991): Occurs down to at least 30 m. This species is found over a broad range of depths on fore and back-reef slopes. It also tolerates well the more sedimented lagoon habitats where it can resist sedimentation, partly due to a tendency to always grow on vertical faces in such habitats. May form colonies of up to 1 m across in sheltered areas, though colonies are usually smaller on fore-reef slopes.<br/><br/>This genus is typically conspicuous (Veron 1995), which is true of <em>M. umbra</em>."
133296,NA,"This species is found in shallow, protected reef environments, generally to depths of 20 m."
133297,NA,"This species is found in shallow reef environments, generally to depths of 20 m."
133298,Montipora turgescens,This species occurs in most reef environments. It prefers tropical reef environments. This species is found to at least 30 m.
133299,NA,"This species is found on soft substrata, especially on reef bases. The depth range is from 9-40 m (Hoeksema 1990). It is a free-living single polyp with a maximum size of 8.5 cm. This species reproduces asexually by fragmentation."
133302,Astreopora gracilis,"This species is found in a wide range of shallow tropical reef environments, especially in shallow turbid waters. This species is found from 5-15 m."
133304,Lobophyllia hataii,"This species is found in most reef environments from 2-40 m except high energy areas. It is commonly found from 9-15 m, rarely from 3-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002)."
133305,Montipora verrilli,"This species occurs in shallow, tropical reef environments. It is found on reef flats. It is a very poorly known species. This species is found to at least 5 m."
133307,Favia rotundata,"This species occurs in shallow, tropical reef environments. It is found on reef slopes and in lagoons. This species is also found on subtidal rock and rocky reefs. This species is found to 20 m."
133308,Fungia scruposa,This species is found on reef slopes as a free-living single polyp. The depth range is from 1-27 m (Hoeksema 1990). Maximum size is 38 cm in diameter. Sometimes it shows budding.
133309,Pocillopora inflata,"<em>Pocillopora inflata</em> occurs in coral reef and coral communities on shallow rocky substrata (Guzmán pers. comm.), in depths of less than 10 m (Glynn 1999, Guzmán <em>et al</em>. in prep.). The species is usually found intermixed with other pocilloporid corals in Costa Rica and Panama (Jiménez and Cortés 2003, Guzmán <em>et al</em>. in prep.). <br/><br/>According to Glynn (1999), <em>Pocillopora inflata</em> may have evolved within the eastern Pacific and is presently distributed widely over much of the region. Furthermore, the presence of a large dead colony of <em>P. inflata</em> in the Galápagos Urvina Bay uplift, where a coral community was elevated during a volcano eruption in 1954, indicates that <em>P. inflata</em> is not a recent ENSO-associated immigrant from the Indo-West Pacific; this species has been present in the Galápagos Islands for more than four decades (Glynn 1999).<br/><br/>Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the fastest growth rates (Guzmán and Cortes 1993). The growth rates of Pocillopora inflata range between 2.0 and 4.4 cm per year, with a mean growth rate of 3.15 cm per year at Bahia Culebra Costa Rica (Jiménez and Cortés 2003, Cortés and Jiménez 2003b). <br/><br/><em>Pocillopora inflata</em> is the only pocilloporid coral observed to spawn (Glynn 1999). The spawning event occurred on the morning (07:30 and 10:30 hours) of 22 March 1998 in Saboga Island, Panama (Glynn 1999). Among the six observed colonies, one spawned eggs and five produced sperm (Glynn 1999). <br/><br/>Pocilloporid corals, presumably including <em>P. inflata</em>, are generally amongst the strongest coral competitors with relatively high rates of calcification (Glynn 2001). However, coral species exhibiting high rates of calcification usually have relatively high mortality rates (Glynn 2000). Pocilloporid corals also usually predominate at shallow depths (1-15 m). <br/><br/><em>Pocillopora</em> species are preyed on by at least nine groups of consumers. These vary in their consumption patterns, but include:<br/><br/>a) Species that bite off colony branch-tips: pufferfishes (<em>Arothron</em>), parrotfishes (<em>Scaridae</em>), filefishes (Monacanthidae) (Glynn 2002).<br/><br/>b) Species that scrape skeletal surface: hermit crabs (<em>Trizopagurus</em>, <em>Aniculus</em>, and <em>Calcinus</em>) (Glynn 2002).<br/><br/>c) Species that remove tissues but leave the skeleton intact: gastropods (<em>Jenneria pustulata</em> and <em>Quoyula</em> sp. (Glynn 2002)), buterflyfishes, angelfishes, damselfish (<em>Stegastes acapulcoensis</em>), and <em>Acanthaster planci</em> (Glynn 2002).<br/><br/>d) Species that abrade tissues and skeleton: <em>Eucidaris galapagensis</em> (Glynn 2001).<br/><br/><em>Jenneria</em> and <em>Acanthaster can kill whole, relatively large (approx. 30 cm in diameter) colonies of <em>Pocillopora</em> (Glynn 2002). Pocilloporid species can have crab (<em>Trapezia</em> sp.) and alpheid shrimp as mutualistic symbionts that protect the coral from the attack of the crown-of-thorns sea star <em>A. planci</em> (Glynn 2001)."
133311,Acropora halmaherae,"Found in sandy, inter-reef habitat and forming small clumps in thickets (Aeby, Lovell, Richards, Delbeek, Reboton, and Bass pers. comm.). This species is found from 10-20 m."
133313,Acropora cytherea,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and lagoons. It is found subtidally on reef slopes and submerged reefs, not usually intertidally (Wallace 1999). <br/><br/>Populations in the Hawaiian Archipelago become sexually mature during the early summer (Kenyon <em>et al</em>. 2007). <em>Acropora cytherea</em> likely spawns annually in October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 3-25 m.<br/><br/><em>A. cytherea</em>, along with <em>M. aequituberculata</em>, is the dominant coral species on the reef slope of central Vietnam reefs at a depth of 2-6 m (Latypov 2001)."
133315,Acropora monticulosa,"This species occurs in shallow, tropical reef environments. This species is found on upper reef slopes. This species occurs around the low tide mark and just subtidally on rocky, wave-swept, shallow reefs, as well as reef habitats subject to strong tidal currents (Wallace 1999). This species is found from 1-12 m."
133317,NA,"This species is found in deeper reef slopes as an attached, encrusting polyps with multiple mouths. The depth range is from 6-27 m (Hoeksema 1990). Maximum size is 13 cm in diameter."
133319,Acropora horrida,"This species occurs in shallow, tropical reef environments. It is found in turbid water around fringing reefs, and subtidally on protected deepwater flats, lagoons, and sandy slopes (Wallace 1999). This species is found from 5-20 m."
133320,Acropora solitaryensis,"This species occurs in shallow, tropical reef environments. It is found in shallow reef environments and on rocky foreshores in subtropical locations. It occurs subtidally on reef slopes and walls and submerged reefs (Wallace 1999). This species is found from 5-25 m."
133321,NA,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes. This species is found in lagoons and can be found in the outer reef channel. This species is found to at least 20 m."
133324,Acropora gemmifera,"This species occurs in shallow, tropical reef environments. It is found on exposed upper reef slopes and flats, intertidally and subtidally on reef tops, upper slopes, and submerged reefs (Wallace 1999) and is found from 1-15 m. <em>A. gemmifera</em> is commonly found from 1-5 m, rarely from 9-15 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002)."
133325,Cyphastrea chalcidicum,"This species occurs in shallow, tropical reef environments. It is found in a wide range of reefs, also rocky foreshores of subtropical locations. This species is found in the outer reef channel, on the back and foreslopes of the reef, in lagoons, and in inter-reef soft and rubble substrate. It is found on subtidal rock and rocky reefs. This species is found to at least 50 m."
133327,Acropora lovelli,"This species occurs in shallow, tropical reef environments. It is found in shallow, protected lagoons, and lagoon entrances, found subtidally in lagoons and calm-water reef shoals (Wallace 1999). This species is found from 1-10 m."
133328,NA,It is found on rocky foreshores. It is not known to which depth this species occurs.
133329,Porites stephensoni,"This species is found in reef flats, generally to depths of 5 m."
133331,NA,"This species occurs in shallow reef habitat. <em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell pers. comm.)."
133332,NA,"This species is found in protected reef environments. In the Red Sea, it was recorded in dimly lit conditions with moderate sedimentation at the base of the reef slope (Sheppard and Sheppard 1991). This species is most commonly reported at depth between 5 and 10 m. However, the exact depth range is unknown, and this species is likely to occur in quite a wide range of depths. For example, it has been recorded from dim light conditions suggesting that it can occur at depths greater than 10 m."
133333,Oulophyllia bennettae,This species occurs in shallow and deeper tropical reef environments. It is found on upper reef slopes.<br/>This is a fairly uncommon coral that appears to prefer reef slopes. Colonies may reach several metres in diameter (Wood 1983). This species may be found on subtidal rock and rocky reefs. This species is found to 30 m.
133334,Acropora branchi,"This species occurs on shallow reefs. It occurs on the upper reef slopes and tidal pools.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133336,NA,This species occurs in shallow reef environments. This species is found on the back and foreslopes of the reef and in lagoons. This species is found to at least 15 m.
133337,Merulina ampliata,"This species is found in all reef environments. It is commonly found from 12-15 m, rarely from 9-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to 50 m."
133340,Symphyllia wilsoni,This species is found on subtidal rocky foreshores of temperate localities and a probable record from northern Australia. This species is found from 3-15 m.
133343,Favites russelli,"This species occurs in most reef environments. This species is found on subtidal rock and rocky reefs, on the back and foreslope, and in lagoons. It can be found in the outer reef channel and on inter-reef rubble substrate. This species is found to 25 m."
133344,Podabacia sinai,This species is found on a single reef slope in the Red Sea. This species is known from 10-20 m.
133345,Montipora tuberculosa,This species occurs in most reef environments. It prefers tropical and subtropical reef environments. <em>M. tuberculosa</em> is commonly found from 3-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to at least 40 m.
133347,NA,This species is primarily found on more exposed localities than <em>P. multilobata</em> and is presumably widespread in Indonesian and Philippine waters (Ditlev 2003).<br/><br/>General genus information: <em>Plerogyra</em> is especially common on reef slopes and in the shelter of boulders and coral heads. Solitary coralla do not generally exceed 15 cm in diameter with the vesicles fully inflated. Colonial forms are usually less than 50 cm in diameter (Wood 1983).
133348,Acropora variolosa,This species occurs in shallow reef environments. This species is found from 3-15 m.
133349,Porites compressa,"This species is found in shallow, protected reef and lagoon environments, generally to depths of 30 m. This species forms monospecific stands in protected areas at medium depths (Fenner pers. comm.)."
133351,Leptoseris mycetoseroides,It is found on lower reef slopes and vertical walls. Maximum size is 20 cm. This species is found from 10-30 m.
133352,Acropora gomezi,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found from 5-15 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133355,NA,"This species occurs in shallow reef environments. This species is found from 2-15 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133357,NA,"This species is found in shallow reef environments, generally to depths of 20 m."
133358,NA,"This species is found in shallow reef environments, generally to depths of 15 m."
133359,Acropora microclados,"This species occurs in shallow, tropical reef environments. This species is found on upper reef slopes. It occurs just subtidally at reef edges (Wallace 1999). This species is found from 5-20 m."
133360,Pavona bipartita,This species occur on reef slopes and vertical walls. It may form large crusts over 1 m in diameter. This species may be found from 3-20 m.
133362,NA,"This species is poorly known. <em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell pers. comm.)"
133365,Goniastrea edwardsi,"This species occurs in shallow, tropical reef environments in mostly shallow and deeper subtidal communities. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope and in lagoons. It may be found on inter-reef rubble substrate. This species is found to 30 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983)."
133366,Acanthastrea lordhowensis,"This species is found in shallow reef environments, especially in subtropical  localities. This species is found to 30 m."
133368,NA,"This species is found in shallow reef environments, generally to a depth of 30 m."
133370,Porites profundus,"This species is found in shallow reef environments, generally to depths of 15 m."
133371,Fungia distorta,"<em>Fungia distorta</em> is a free-living coral that occurs on soft substrata, sediments and coral rubble, especially where exposed to currents; and sometimes found in seagrass beds (Feingold 1996). It is found to 85 m, but the most common depth range is from 1-25 m (Hoeksema 1990)  Maximum size is 7.5cm in diameter. It also reproduce asexually by fragmentation.<br/><br/>According to Colley <em>et al</em>. (2000), <em>F. distorta</em> individuals are gonochoric and probably broadcast spawners. Reproduction activity occurs during the warm, wet season from at least February to June, peaking in April (Colley <em>et al</em>. 2000). Fecundity is high for <em>F. distorta</em>, with up to 13,000 mature eggs per cm² of live coral tissue (Colley <em>et al</em>. 2000). Individuals can have from four to eight reproductive cycles per year; additionally, the minimum size for sexual activity is 1.75 cm diameter (Colley <em>et al</em>. 2000). Asexual reproduction is locally important. In addition, parental fragments as well as secondary fragments can produce gonads (Colley <em>et al</em>. 2000). At Davil's Crown, Galapagos Islands, the sex ratio is skewed towards males (5:1), which can be a result of fragmentation (Colley <em>et al</em>. 2000)."
133372,Polyphyllia novaehiberniae,This species is found in reef slopes as a free-living polyp with multiple mouths. The maximum size is 38 cm in diameter. The specimens may reproduce asexually by fragmentation. This species is found to 15 m.
133373,NA,"<em>M. faveolata</em> is found from 1-30 m in backreef and fore-reef habitats, and is often the most abundant coral between 10-20 m in fore-reef environments."
133375,Montipora corbettensis,"This species occurs in shallow reef environments, especially shallow to mid reef slopes. This species is found from 2 m to at least 20 m."
133376,Acanthastrea ishigakiensis,This species is found in depths of 1-20 m in all sheltered reef areas away from high wave action. This species is found to 15 m.
133377,Diploria clivosa,"This species occurs up to 15 m depth, but is most abundant from 0.5-3 m depth in back-reef and exposed fore-reef environments (Goreau and Wells 1967, A. Bruckner pers. comm.)."
133378,NA,"This species is found in sheltered reef environments, especially beneath overhangs, generally to depths of 20 m. In the Red Sea, this species found in overhangs and darkened areas of reef slopes but commonest on steep slopes in clear and moderately turbid habitats (Sheppard and Sheppard 1991)."
133379,Acropora convexa,"This species occurs in shallow, tropical reef environments. This species occurs on turbid reef slopes and lagoons. This species is found from 1-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133381,Acropora cervicornis,"This species is found in shallow tropical reef ecosystems, favouring upper to mid-reef slopes and lagoons in areas with moderate to low wave exposure. It is usually recorded from 1 m to around 25 m (Aronson and Precht 2001a,b), with occasional records to 60 m (Goreau and Goreau 1973).<br/><br/>Recruitment by sexual reproduction is limited."
133383,NA,"It has been recorded from shallow lagoons, foreslope, back slope, and reef flats. This species is found to at least 10 m."
133384,NA,This species is found in deep water close to sediment in sheltered bays. The maximum size is 7cm diameter. It is an attached stalked species (Hoeksema and Best 1984). This species is found from 10-20 m.
133385,NA,"This species occurs in shallow, tropical reef environments. It is found on mid-reef slopes exposed to strong currents. This species is found from 8-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133386,Acanthastrea rotundoflora,This species is found in most reef habitats from 2-30 m.
133387,Acropora globiceps,"This species occurs in shallow, tropical reef environments. It is found intertidally (Wallace 1999) on upper reef slopes and reef flats. <em>Acropora globiceps</em> likely spawns annually in October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found to 8 m depth."
133392,Favia laxa,This species occurs in shallow reef environments. This species is found on the back and foreslope of the reef and in lagoons. This species is found to 25 m.
133393,Acropora teres,"This species occurs in shallow, tropical reef environments. It is found on shallow reef slopes and in lagoons. This species is found from 2-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133395,Porites porites,"<em>P. porites</em> is found on most reef environments, from 0.5 to 35 m depth, and also exists in back reef shallow platforms with <em>Thalassia</em> turtle grass beds and attached to mangrove prop roots; this species is most common from 1-15 m (Weil 1992b)."
133396,Acropora desalwii,"This species occurs in shallow, tropical protected reef environments, subtidally on slopes or submerged reefs, mostly below 15 m (Wallace 1999). This species is found from 10-30 m."
